title,date_published,author,source,comment_text,keyword_category,language
"❤️ CPR, BLS, and CPR Instructor Training #AHA #ASHI #FirstResponders #NurseLife",2023-05-18,Florida Training Academy,YouTube,"Learn First Aid and CPR. Become a Life Saver. For CPR, BLS, and First Aid Classes in Jacksonville, visit https://FLtraining.com.",health,en
"World Red Cross Day 2023 — Message by Mr Tan Kai Hoe, Chairman, Singapore Red Cross",2023-05-09,Singapore Red Cross,YouTube,"Singapore Red Cross' Chairman Mr Tan Kai Hoe shares a message for Red Cross Youth this World Red Cross Day, 8 May 2023.",event,en
國際紅十字與紅新月運動的起源 The birth of the International Red Cross and Red Crescent Movement,2023-05-08,Hong Kong Red Cross香港紅十字會,YouTube,香港紅十字會你知道國際紅十字與紅新月運動的起源嗎？ 在百多年前，瑞士商人亨利‧杜南途經意大利北部的索爾弗利諾。當時法國和 ...,other,en
Happy World Red Cross and Red Crescent Day !!,2023-05-07,Pavo Ultimate Essence of Living,YouTube,pueliving Happy World Red Cross and Red Crescent Day Red Cross and Red Crescent International Red Cross and Red ...,other,en
May 8: சர்வதேச செஞ்சிலுவை தினம் | International Red Cross Day | Dr ரத்னமாலா புரூஸ் | Tamilosai FM,2023-05-06,TAMILOSAI FM - Dr Rathnamala Bruce,YouTube,சர்வதேச செஞ்சிலுவை தினம் | World Redcross Day | May 08 | முனைவர் ரத்னமாலா ...,other,en
FIRST AID COURSE || First aid online apply kaise kare || Registration Red Cross society,2023-04-30,Sonu Pamar,YouTube,First Aid Red Cross Society https://ircsfa.org फर्स्ट एड सर्टिफिकेट ऑनलाइन कैसे अप्लाई ...,health,en
தீடீரென மாரடைப்பு ஏற்பட்டால் செய்ய வேண்டிய முதலுதவி என்ன? FIRST AID FOR HEART ATTACK,2023-04-28,Sri Ramakrishna Hospital,YouTube,தீடீரென மாரடைப்பு ஏற்பட்டால் செய்ய வேண்டிய முதலுதவி என்ன? FIRST AID ...,health,en
"Heart Attack வந்தவங்களுக்கு FIRST AID செய்ய, கட்டாயம் கத்துக்கோங்க! Dr. Preetha #shortvideo #shorts",2023-04-24,Doctor Vikatan,YouTube,"heartattack #firstaid #educationalvideo Heart Attack வந்தவங்களுக்கு FIRST AID செய்ய, கட்டாயம் ...",health,en
Philippine Red Cross Youth Leading the Way to a Better Future!,2023-03-30,Solferino Voices,YouTube,"What do you envision for the future, and how can we create positive change? In this video, we asked youth volunteers from the ...",event,en
Blood bank Refrigerator li4t AaH?,2023-03-26,Karyadi Daily,YouTube,karyadidaily #bloodbank #alatlabolatorium blood bank refrigerator lihat aah? Blood bank..alat penyimpan darah.blood bank ...,donation,en
Laboratory Biomedical Freezer Blood Bank Refrigerators Wow..?,2023-03-25,Karyadi Medika,YouTube,karyadimedika #bloodbank #Freezerdarah Laboratory Biomedical freezer blood bank refrigerator Wow..? Blood bank ...,donation,en
basic life support 4. how to give heart massage. மாரடைப்பு முதல் உதவி. first aid for heart attack,2023-03-08,NRG Healthcare,YouTube,heartattack #firstaid #chestpain #chestpaintreatment #chestcompression #basiclifesupport #lifesavingtips #cpr.,health,en
பக்கவாதம் மற்றும் முதலுதவி | First aid for someone who may be having a stroke #shorts,2023-02-15,Aathichoodi Health info Media,YouTube,firstaid #FirstAidforStroke Watch Full Video : https://youtu.be/UY5ro1UtbB0 பக்கவாதத்திற்கான அறிகுறி ...,health,en
முதல் உதவி - குழிவிழுந்த மண்டைக்கட்டு போடும் முறை😊😊 First aid - skull bandage,2023-01-14,Fire and Rescue,YouTube,In India ! Tamil Nadu State ! Theni district ! cumbum fire and rescue service station.. An explanation of how to apply a skull ...,health,en
RED CROSS YOUTH TEAM BUILDING,2023-01-11,Vonny,YouTube,nan,event,en
முதலுதவி - சிறிய கை தூக்கு போடும் முறை☺️☺️ First aid - Wrist bandage,2023-01-10,Fire and Rescue,YouTube,In India ! Tamil Nadu State ! Theni district ! cumbum fire and rescue service station.. An explanation of how to apply a wrist ...,health,en
"Indian Red Cross Society, Singrauli is helping disabled people and provide them artificial limbs etc",2023-01-09,Jayprakash Dubey,YouTube,nan,community,en
How To Apply Red Cross Certificate Online 2023 | First Aid Certificate Online Haryana | Online 2023,2023-01-05,DIGITAL PATHSHALA,YouTube,"Hello Dosto, Red Cross Certificate Online Ghar se apply karke bana sakte ho. Is video me Online kaise banaye is bare me puri ...",health,en
Basic First Aid Training UK (Updated 2023),2023-01-01,First Aid Guru,YouTube,This high-quality First Aid training has been made to help you gain sufficient awareness of first aid. You never know when you ...,health,en
